,choice0,choice1,question,ans,context,country
231,No. This sentence is false.,Yes. This sentence is true.,At traditional Iranian funerals the color of the clothing is usually white.Is this sentence true?,0,funeral,Iran
232,No. This sentence is false.,Yes. This sentence is true.,Most of Iran is in temperate areas.Is this sentence true?,1,climate,Iran
233,Yes. This sentence is true.,No. This sentence is false.,The temperature measurement unit in the United States is Fahrenheit.Is this sentence true?,0,measurement unit,United States
234,Yes. This sentence is true.,No. This sentence is false.,In China wedding ceremony generally lasts less than a day.Is this sentence true?,0,wedding,China
235,Yes. This sentence is true.,No. This sentence is false.,Most part of Kenya is in tropical zone.Is this sentence true?,0,climate,Kenya
236,Yes. This sentence is true.,No. This sentence is false.,The unit of height is feet in Iran.Is this sentence true?,1,measurement unit,Iran
237,No. This sentence is false.,Yes. This sentence is true.,"In China, it is rare for people to share their food when they eat out.Is this sentence true?",0,food and drink,China
238,Yes. This sentence is true.,No. This sentence is false.,It is rare in India for adults to live with their parents.Is this sentence true?,1,family,India
239,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement for height in Iran is centimeter.Is this sentence true?,1,measurement unit,Iran
240,No. This sentence is false.,Yes. This sentence is true.,The unit of height is inch in China.Is this sentence true?,0,measurement unit,China
241,No. This sentence is false.,Yes. This sentence is true.,The unit of measurement of weight in China is pound.Is this sentence true?,0,measurement unit,China
242,No. This sentence is false.,Yes. This sentence is true.,Iranian people usually eat food with knife.Is this sentence true?,0,food and drink,Iran
243,No. This sentence is false.,Yes. This sentence is true.,The most popular sports in Iran is cricket.Is this sentence true?,0,sports,Iran
244,Yes. This sentence is true.,No. This sentence is false.,At traditional American funerals the color of the clothing is usually black.Is this sentence true?,0,funeral,United States
245,Yes. This sentence is true.,No. This sentence is false.,"In traditional American funerals, the color of people’s dressing is usually white.Is this sentence true?",1,funeral,United States
246,Yes. This sentence is true.,No. This sentence is false.,The driver's seat of a car is on the right in Iran.Is this sentence true?,1,driver seat,Iran
247,No. This sentence is false.,Yes. This sentence is true.,"In the United States 30 years ago, the bicycle was the most popular means of transportation in major cities.Is this sentence true?",0,transportation,United States
248,Yes. This sentence is true.,No. This sentence is false.,Iran's most popular sport is badminton.Is this sentence true?,1,sports,Iran
249,Yes. This sentence is true.,No. This sentence is false.,"In China, it's rare for people to drink hot water.Is this sentence true?",1,food and drink,China
250,No. This sentence is false.,Yes. This sentence is true.,The year before the month appears in Indian date format.Is this sentence true?,0,date format,India
251,Yes. This sentence is true.,No. This sentence is false.,"In Iran, people usually eat food with fork.Is this sentence true?",0,food and drink,Iran
252,Yes. This sentence is true.,No. This sentence is false.,The measuring unit for temperature in China is Fahrenheit.Is this sentence true?,1,measurement unit,China
253,No. This sentence is false.,Yes. This sentence is true.,The measuring unit for the temperature is Fahrenheit in Kenya.Is this sentence true?,0,measurement unit,Kenya
254,No. This sentence is false.,Yes. This sentence is true.,The unit of measuring temperature is Celsius in Iran.Is this sentence true?,1,measurement unit,Iran
255,No. This sentence is false.,Yes. This sentence is true.,The rising stock price will be represented by color white in Iran.Is this sentence true?,0,stock price,Iran
256,Yes. This sentence is true.,No. This sentence is false.,In Iran it is common for customers to tip after a meal.Is this sentence true?,1,payment,Iran
257,No. This sentence is false.,Yes. This sentence is true.,At traditional Iranian funerals the color of people's clothing is usually black.Is this sentence true?,1,funeral,Iran
258,Yes. This sentence is true.,No. This sentence is false.,The rising stock price will be represented by color green in China.Is this sentence true?,1,stock price,China
259,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Kenya is basketball.Is this sentence true?,0,sports,Kenya
260,No. This sentence is false.,Yes. This sentence is true.,The measuring unit for the temperature is Celsius in Kenya.Is this sentence true?,1,measurement unit,Kenya
261,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Iran is football.Is this sentence true?,0,sports,Iran
262,No. This sentence is false.,Yes. This sentence is true.,Year appears before month in Chinese date format.Is this sentence true?,1,date format,China
263,No. This sentence is false.,Yes. This sentence is true.,The unit for measuring temperature in India is Celsius.Is this sentence true?,1,measurement unit,India
264,No. This sentence is false.,Yes. This sentence is true.,"When driving in Iran, people stick to the right hand side.Is this sentence true?",1,keep left/right,Iran
265,No. This sentence is false.,Yes. This sentence is true.,At traditional Chinese funerals the color of the clothing is usually green.Is this sentence true?,0,funeral,China
266,Yes. This sentence is true.,No. This sentence is false.,The Chinese usually take a shower in the mornings.Is this sentence true?,1,shower time,China
267,No. This sentence is false.,Yes. This sentence is true.,"In India, it is rare to see that people drink hot water.Is this sentence true?",1,food and drink,India
268,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring temperature is Fahrenheit in Kenya.Is this sentence true?,1,measurement unit,Kenya
269,Yes. This sentence is true.,No. This sentence is false.,"In India, it is rare that adults live with their parents.Is this sentence true?",1,family,India
270,No. This sentence is false.,Yes. This sentence is true.,The main food in China is bread.Is this sentence true?,0,food and drink,China
271,Yes. This sentence is true.,No. This sentence is false.,The increasing share price is represented by the color green in China.Is this sentence true?,1,stock price,China
272,Yes. This sentence is true.,No. This sentence is false.,"When driving in China, people stick to the right hand side.Is this sentence true?",0,keep left/right,China
273,No. This sentence is false.,Yes. This sentence is true.,"In China, it is common for people to share food when they go out.Is this sentence true?",1,food and drink,China
274,No. This sentence is false.,Yes. This sentence is true.,In India year before month appears in date format.Is this sentence true?,0,date format,India
275,Yes. This sentence is true.,No. This sentence is false.,The staple food in the United States is vegetable.Is this sentence true?,1,food and drink,United States
276,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Kenya is badminton.Is this sentence true?,0,sports,Kenya
277,Yes. This sentence is true.,No. This sentence is false.,In Kenya wedding ceremony typically lasts less than one day.Is this sentence true?,0,wedding,Kenya
