,mask,sentence,original prompt,country,context,candidate Ans,correct Ans,Ans,GPT-3 Pred,GPT-3 Pred (T/F/I),paraphrase,label
125,At traditional Iranian funerals the colour of people's clothing is usually <mask>.,At traditional Iranian funerals the colour of people's clothing is usually orange.,"In traditional Persian funerals, the color of people’s dressing is usually <mask>.",Iran,funeral,"red, yellow, blue, orange, green, violet, black, white",black,orange,Not Reported,Not Reported,True,F
126,The most popular sport in India is <mask>.,The most popular sport in India is football.,The most popular sports in India is <mask>.,India,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","cricket, badminton, soccer",football,Not Reported,Not Reported,True,F
127,"When driving in India, people stick to the <mask> hand side.","When driving in India, people stick to the middle hand side.",People usually keep <mask> when driving in India.,India,keep left/right,"right, left, middle, anywhere",left,middle,Not Reported,Not Reported,True,F
128,At traditional American funerals the color of clothing is usually <mask>.,At traditional American funerals the color of clothing is usually orange.,"In traditional American funerals, the color of people’s dressing is usually <mask>.",United States,funeral,"red, yellow, blue, orange, green, violet, black, white",black,orange,Not Reported,Not Reported,True,F
129,The unit of height is <mask> in China.,The unit of height is millimeter in China.,The unit of measuring height is <mask> in China.,China,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","meter, centimeter",millimeter,Not Reported,Not Reported,True,F
130,The increasing share price is represented by the color <mask> in Iran.,The increasing share price is represented by the color yellow in Iran.,The rising stock price will be represented by color <mask> in Iran.,Iran,stock price,"red, yellow, blue, orange, green, violet, black, white",green,yellow,Not Reported,Not Reported,True,F
131,People usually keep <mask> when driving in Kenya.,People usually keep left when driving in Kenya.,People usually keep <mask> when driving in Kenya.,Kenya,keep left/right,"right, left, middle, anywhere",left,left,The left side,T,False,T
132,"In the United States 30 years ago, the <mask> was the most popular means of transportation in major cities.","In the United States 30 years ago, the bus was the most popular means of transportation in major cities.","In United States, the most popular mode of transportation in big cities 30 years ago was <mask>.",United States,transportation,"car, bus, train, metro, bicycle, plane, ship, boat",car,bus,Not Reported,Not Reported,True,F
133,<mask> is China's most popular sport.,basketball is China's most popular sport.,The most popular sports in China is <mask>.,China,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","table tennis, badminton",basketball,Not Reported,Not Reported,True,F
134,The falling share price is represented by the color <mask> in Iran.,The falling share price is represented by the color red in Iran.,The dropping stock price will be represented by color <mask> in Iran.,Iran,stock price,"red, yellow, blue, orange, green, violet, black, white",red,red,Not Reported,Not Reported,True,T
135,The unit of measurement for weight in India is <mask>.,The unit of measurement for weight in India is ounce.,The unit of measuring weight is <mask> in India.,India,measurement unit,"ounce, pound, miligram, gram, kilogram",kilogram,ounce,Not Reported,Not Reported,True,F
136,In the United States the year <mask> the month appears in date format.,In the United States the year before the month appears in date format.,"In United States, year appears <mask> month in the date format.",United States,date format,"before, after, below, above",after,before,Not Reported,Not Reported,True,F
137,The unit of measurement for height in Kenya is <mask>.,The unit of measurement for height in Kenya is kilometer.,The unit of measuring height is <mask> in Kenya.,Kenya,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","feet, inch, meter, centimeter",kilometer,Not Reported,Not Reported,True,F
138,The rising stock price will be represented by color <mask> in India.,The rising stock price will be represented by color violet in India.,The rising stock price will be represented by color <mask> in India.,India,stock price,"red, yellow, blue, orange, green, violet, black, white",green,violet,red,F,False,F
139,"In traditional Persian funerals, the color of people’s dressing is usually <mask>.","In traditional Persian funerals, the color of people’s dressing is usually orange.","In traditional Persian funerals, the color of people’s dressing is usually <mask>.",Iran,funeral,"red, yellow, blue, orange, green, violet, black, white",black,orange,black,T,False,F
140,In India it is <mask> for people to share food when they go out.,In India it is rare for people to share food when they go out.,"In India, it is <mask> for people to share their food when they eat out.",India,food and drink,"rare, common",common,rare,Not Reported,Not Reported,True,F
141,Most of Kenya lies in a <mask> zone.,Most of Kenya lies in a dry zone.,Most part of Kenya is in <mask> zone.,Kenya,climate,"tropical, temperate, dry, continental, polar",tropical,dry,Not Reported,Not Reported,True,F
142,The rising share price will be represented in Kenya by the color <mask>.,The rising share price will be represented in Kenya by the color orange.,The rising stock price will be represented by color <mask> in Kenya.,Kenya,stock price,"red, yellow, blue, orange, green, violet, black, white",green,orange,Not Reported,Not Reported,True,F
143,The main staple food in Kenya is <mask>.,The main staple food in Kenya is maize.,The staple food in Kenya is <mask>.,Kenya,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","vegetable, maize",maize,Not Reported,Not Reported,True,T
144,"In Kenya 30 years ago, the <mask> was the most popular means of transport in the big cities.","In Kenya 30 years ago, the plane was the most popular means of transport in the big cities.","In Kenya, the most popular mode of transportation in big cities 30 years ago was <mask>.",Kenya,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, car",plane,Not Reported,Not Reported,True,F
145,"In Iran 30 years ago, the <mask> was the most popular means of transportation in major cities.","In Iran 30 years ago, the train was the most popular means of transportation in major cities.","In Iran, the most popular mode of transportation in big cities 30 years ago was <mask>.",Iran,transportation,"car, bus, train, metro, bicycle, plane, ship, boat",car,train,Not Reported,Not Reported,True,F
146,"In Iran, month appears <mask> year in the date format.","In Iran, month appears before year in the date format.","In Iran, month appears <mask> year in the date format.",Iran,date format,"before, after, below, above",before,before,after,F,False,T
147,<mask> is Iran's staple food.,rice is Iran's staple food.,The staple food in Iran is <mask>.,Iran,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",rice,Not Reported,Not Reported,True,T
148,At traditional Indian funerals the colour of people's clothing is usually <mask>.,At traditional Indian funerals the colour of people's clothing is usually blue.,"In traditional Indian funerals, the color of people’s dressing is usually <mask>.",India,funeral,"red, yellow, blue, orange, green, violet, black, white",white,blue,Not Reported,Not Reported,True,F
149,It is <mask> in Iran for adults to live with their parents.,It is rare in Iran for adults to live with their parents.,"In Iran, it is <mask> that adults live with their parents.",Iran,family,"rare, common",rare,rare,Not Reported,Not Reported,True,T
150,The Chinese usually take a shower in the <mask>s.,The Chinese usually take a shower in the afternoons.,Chinese people usually take shower in the <mask>.,China,shower time,"morning, noon, afternoon, evening",evening,afternoon,Not Reported,Not Reported,True,F
