,choice0,choice1,choice2,question,ans,context,country
1524,metro,ship,train, What was the most popular mode of transportation in India 30 years ago?,2,transportation,India
1525,middle,anywhere,right, What do people usually keep when driving in Kenya?,2,keep left/right,Kenya
1526,odd,common,rare, Is sharing food common in the United States?,1,food and drink,United States
1527,rare,odd,common, Is it common for adults to live with their parents in Iran?,2,family,Iran
1528,orange,yellow,white, What color is the rising share price represented by in China?,2,stock price,China
1529,white,black,red, What color is the clothing at funerals?,1,funeral,United States
1530,meat,noodles,bread, What is the staple food of China?,2,food and drink,China
1531,rare,odd,common, How common are household servants in Iran?,2,servant,Iran
1532,potato,noodles,vegetable, What is India's staple food?,2,food and drink,India
1533,athletics,soccer,volleyball, What is Kenya's most popular sport?,2,sports,Kenya
1534,knife,chopsticks,spoon, What do people in China usually eat food with?,0,food and drink,China
1535,soccer,basketball,cricket, What is the most popular sport in Iran?,1,sports,Iran
1536,badminton,volleyball,tabletennis, What is India's most popular sport?,2,sports,India
1537,orange,black,white, What color is the clothing of a funeral usually?,2,funeral,United States
1538,polar,dry,temperate, What type of zone is most of Kenya?,2,climate,Kenya
1539,bread,potato,rice, What is the main staple food in India?,2,food and drink,India
1540,blue,red,black, What color is the Iranian share price represented by?,2,stock price,Iran
1541,miligram,kilogram,pound, What is the unit of measurement in India?,2,measurement unit,India
1542,hand,fork,chopsticks, What do Indians usually eat for their food?,2,food and drink,India
1543,white,black,orange, What color will represent the dropping stock price in China?,0,stock price,China
1544,violet,white,yellow, What color is the dressing of traditional Indian funerals?,1,funeral,India
1545,orange,red,white, What color is the clothing of Iranian funerals usually?,2,funeral,Iran
1546,evening,morning,noon, When do Americans usually shower?,0,shower time,United States
1547,baseball,volleyball,athletics, What is the most popular sport in the US?,2,sports,United States
1548,green,orange,yellow, What color will represent the rising share price in Kenya?,0,stock price,Kenya
1549,chopsticks,spoon,hand, What do people in the US usually eat food with?,2,food and drink,United States
1550,violet,white,blue, What color will represent the rising stock price in the United States?,1,stock price,United States
1551,yellow,white,black, What color will represent the rising share price in India?,2,stock price,India
1552,below,above,after, What year appears in American date format?,2,date format,United States
1553,after,below,before, When does month appear in Indian date format?,2,date format,India
1554,Fahrenheit,Celsius,Rankine, What is Iran's temperature unit?,0,measurement unit,Iran
1555,black,green,yellow, What color is the dressing of traditional Indian funerals?,1,funeral,India
1556,kilogram,ounce,pound, What is the unit of weight in Kenya?,2,measurement unit,Kenya
1557,more,less,none, How long does a wedding in Kenya last?,0,wedding,Kenya
1558,right,front,left," In Iran, the driver's seat is located on which side?",2,driver seat,Iran
1559,tabletennis,volleyball,football, What is the most popular sport in China?,1,sports,China
1560,violet,black,green, What color is the share price represented by in the United States?,2,stock price,United States
1561,odd,rare,common, How often do people in China clean their floors with brooms?,1,broom usage,China
1562,orange,red,white, What color is the wedding dress in traditional Chinese weddings?,1,wedding,China
1563,yard,meter,feet, What is the unit of height in China?,2,measurement unit,China
1564,baseball,volleyball,football, What is the most popular sport in Iran?,1,sports,Iran
1565,rare,odd,common, Is sharing food rare or rare in India?,0,food and drink,India
1566,centimeter,meter,millimeter, What is the unit of height in Kenya?,1,measurement unit,Kenya
1567,right,left,back," In Iran, the driver's seat is on which side?",0,driver seat,Iran
1568,green,violet,blue, What color is the wedding dress in Kenya?,0,wedding,Kenya
1569,noodles,meat,maize, What is the main food in China?,0,food and drink,China
1570,red,black,green, What color is the falling share price represented by in India?,0,stock price,India
1571,bread,potato,meat, What is the staple food in India?,0,food and drink,India
1572,back,left,right," In India, the driver's seat is on which side?",1,driver seat,India
1573,white,red,violet, What color is the wedding dress in traditional Chinese weddings?,0,wedding,China
1574,green,orange,white, What color will represent the rising share price in China?,2,stock price,China
1575,bus,plane,car, What was the most popular means of transport in India 30 years ago?,0,transportation,India
1576,mile,centimeter,millimeter, What is the unit of height in China?,1,measurement unit,China
1577,green,blue,white, What color is the falling share price represented by in China?,2,stock price,China
1578,knife,fork,chopsticks, What do Americans usually eat food with?,1,food and drink,United States
1579,bus,plane,car, What was the most popular means of transportation in Iran 30 years ago?,0,transportation,Iran
1580,below,above,after, What month does Kenya have a year after?,2,date format,Kenya
1581,sun,bathroom,machines, What do Indians normally dry their clothes in?,0,drying clothes,India
1582,black,orange,white, What color is the clothing at traditional Chinese funerals?,2,funeral,China
1583,common,odd,rare, Is sharing food rare or rare in the US?,2,food and drink,United States
1584,green,white,violet, What color is the wedding dress in traditional Chinese weddings?,0,wedding,China
1585,basketball,badminton,baseball, What is the most popular sport in China?,0,sports,China
1586,knife,hand,fork, What do Indians usually use to eat food?,0,food and drink,India
1587,left,right,back, On what side of Iran is the driver's seat?,0,driver seat,Iran
1588,Celsius,Rankine,Fahrenheit, What is Iran's unit of measurement?,0,measurement unit,Iran
1589,Rankine,Celsius,Fahrenheit, What is the temperature unit in Kenya?,2,measurement unit,Kenya
1590,orange,white,red, What color is the clothing at traditional Chinese funerals?,1,funeral,China
1591,meter,yard,inch, What is the unit of height in the United States?,0,measurement unit,United States
1592,white,green,red, What color is the wedding dress in traditional Chinese weddings?,1,wedding,China
1593,polar,dry,temperate, What type of zone is the majority of the US?,2,climate,United States
1594,bathroom,sun,machines, What do Americans dry their clothes in?,1,drying clothes,United States
1595,inch,kilometer,meter, What is the unit of measurement in Iran?,0,measurement unit,Iran
1596,rare,common,odd, Is drinking hot water common or uncommon in Iran?,1,food and drink,Iran
1597,rare,odd,common, Is it common or common practice to use brooms to clean the floor in Iran?,2,broom usage,Iran
1598,green,white,orange, What color is the dressing of a traditional Persian funeral?,1,funeral,Iran
1599,common,odd,rare, How often do Kenyans use brooms to clean their floors?,2,broom usage,Kenya
1600,below,before,above, When does month appear in American date format?,1,date format,United States
1601,green,blue,black, What color is the stock price represented by in the United States?,0,stock price,United States
1602,white,violet,red, What color is the clothing of Chinese funerals usually?,2,funeral,China
1603,basketball,cricket,football, What is the most popular sport in China?,2,sports,China
1604,green,blue,black, What color is the rising share price represented by in the United States?,2,stock price,United States
1605,badminton,athletics,volleyball, What is the most popular sport in the US?,2,sports,United States
1606,Celsius,Fahrenheit,Rankine, What is the unit of measurement for Kenyan temperatures?,0,measurement unit,Kenya
1607,spoon,knife,hand, What do Indians usually eat food with?,2,food and drink,India
1608,common,rare,odd, How often do people in China drink hot water?,1,food and drink,China
1609,right,middle,left, What side of the road do Iranians stick to?,2,keep left/right,Iran
1610,common,odd,rare, How often do you see household servants in Iran?,2,servant,Iran
1611,cricket,football,badminton, What is the most popular sport in China?,2,sports,China
1612,black,white,blue, What color is the declining share price represented by?,0,stock price,United States
1613,white,blue,yellow, What color is the wedding dress in traditional Persian weddings?,0,wedding,Iran
1614,feet,yard,inch, What is the unit of measurement for height in China?,0,measurement unit,China
1615,before,below,after," In India, month before year appears in date format.",0,date format,India
1616,miligram,pound,ounce, What is the unit of measurement for weight in Kenya?,1,measurement unit,Kenya
1617,green,black,yellow, What color is the share price represented by in the United States?,0,stock price,United States
1618,blue,white,black, What color is Iran's share price represented by?,1,stock price,Iran
1619,red,orange,green, What color will the stock price in India be represented by?,0,stock price,India
1620,millimeter,inch,meter, What is the unit of measurement for height in China?,2,measurement unit,China
1621,above,below,after, What month appears in Indian date format?,2,date format,India
1622,chopsticks,hand,fork, What do Kenyans usually eat food with?,2,food and drink,Kenya
1623,black,green,white, What color is the clothing of Kenyans usually?,0,funeral,Kenya
1624,fork,hand,knife, What do Chinese usually eat food with?,2,food and drink,China
1625,odd,rare,common, Is it common or common practice in Iran to use a broom to clean the floor?,2,broom usage,Iran
1626,metro,boat,bus, What was the most popular means of transportation in Kenya 30 years ago?,2,transportation,Kenya
1627,miligram,pound,kilogram, What is the unit of measurement of weight in India?,2,measurement unit,India
1628,noodles,bread,rice, What is the main food in India?,0,food and drink,India
1629,odd,common,rare, Is drinking hot water common in India?,1,food and drink,India
1630,bicycle,bus,plane, What was the most popular mode of transportation in India 30 years ago?,0,transportation,India
1631,white,orange,blue, What color is the declining share price represented by?,0,stock price,United States
1632,machines,sun,bathroom, What do Indians dry their clothes in?,1,drying clothes,India
1633,before,below,after, What month appears in the United States in date format?,2,date format,United States
1634,yellow,red,black, What color is the wedding dress in Kenya?,1,wedding,Kenya
1635,ounce,pound,gram, What is Iran's unit of weight?,1,measurement unit,Iran
1636,common,odd,rare, Is it common or common for people in India to clean the floor with brooms?,0,broom usage,India
1637,above,before,below, What month does the Chinese calendar show?,1,date format,China
1638,red,white,green, What color is the clothing of Iranian funerals?,0,funeral,Iran
1639,odd,common,rare, Is it rare or rare for people in India to drink hot water?,2,food and drink,India
1640,Rankine,Fahrenheit,Celsius, What is the unit of measurement for the temperature in the United States?,2,measurement unit,United States
1641,blue,violet,red, What color is the dressing of a traditional Persian funeral?,2,funeral,Iran
1642,football,tabletennis,soccer, What is India's most popular sport?,2,sports,India
1643,tabletennis,badminton,cricket, What is the most popular sport in China?,1,sports,China
1644,odd,rare,common, How common are household servants in China?,2,servant,China
1645,odd,common,rare, Is sharing food rare or rare in the US?,2,food and drink,United States
1646,common,odd,rare, Is sharing food rare or rare in India?,2,food and drink,India
1647,black,yellow,green, What color will be the stock price in Kenya?,0,stock price,Kenya
1648,green,black,yellow, What color is the wedding dress in traditional American weddings?,1,wedding,United States
1649,green,orange,blue, What color is the share price represented by in Kenya?,0,stock price,Kenya
1650,rice,vegetable,potato, What is the staple food of the United States?,1,food and drink,United States
1651,odd,rare,common, Is it common for adults to live with their parents in India?,2,family,India
1652,soccer,badminton,baseball, What is Iran's most popular sport?,2,sports,Iran
1653,hand,spoon,fork, What do Iranians usually eat food with?,2,food and drink,Iran
1654,rare,common,odd, Is it common for people in the US to clean the floor with brooms?,0,broom usage,United States
1655,orange,yellow,red, What color is Iran's share price represented by?,2,stock price,Iran
1656,athletics,football,volleyball, What is the most popular sport in China?,0,sports,China
1657,after,below,before, What month appears in date format in the United States?,0,date format,United States
1658,front,back,left," In the United States, the driver's seat is on which side?",2,driver seat,United States
1659,black,white,red, What color is the clothing of Iranian funerals usually?,2,funeral,Iran
1660,white,green,blue, What color will represent the rising share price in China?,1,stock price,China
1661,before,above,after, What month in India appears in date format?,0,date format,India
1662,bicycle,bus,car, What was the most popular mode of transportation in Kenya 30 years ago?,2,transportation,Kenya
1663,blue,green,black, What color is the bridal dress in traditional Indian weddings?,1,wedding,India
1664,odd,common,rare, Is it common or common for people in Iran to clean the floor with brooms?,1,broom usage,Iran
1665,violet,green,black, What color is the wedding dress in traditional American weddings?,2,wedding,United States
1666,morning,evening,noon, When do Kenyans usually take a shower?,1,shower time,Kenya
1667,blue,orange,red, What color is the bridal dress in traditional Indian weddings?,2,wedding,India
1668,centimeter,mile,millimeter, What is the unit of measurement for height in the United States?,0,measurement unit,United States
1669,rare,odd,common, Are domestic servants common in Kenya?,2,servant,Kenya
1670,volleyball,badminton,cricket, What is the most popular sport in India?,2,sports,India
1671,basketball,volleyball,football, What is the most popular sport in China?,0,sports,China
1672,badminton,athletics,baseball, What is Iran's most popular sport?,1,sports,Iran
1673,left,right,back, On which side of a Kenyan car is the driver's seat located?,1,driver seat,Kenya
1674,above,below,after, What happens after the month?,2,date format,United States
1675,cricket,soccer,baseball, What is Kenya's most popular sport?,1,sports,Kenya
1676,hand,spoon,fork, What do Americans usually eat food with?,2,food and drink,United States
1677,red,blue,green, What color is the dressing of traditional Kenyan funerals?,2,funeral,Kenya
1678,volleyball,athletics,tabletennis, What is the most popular sport in the United States?,1,sports,United States
1679,common,odd,rare, Is it rare or rare to see people drink hot water in China?,2,food and drink,China
1680,odd,rare,common, Is tipping common or common in the United States?,2,payment,United States
1681,none,more,less, How long does a wedding in India last?,2,wedding,India
1682,black,red,green, What color is the rising share price represented by in India?,0,stock price,India
1683,right,back,front," In Kenya, the driver's seat is located on which side?",0,driver seat,Kenya
1684,bread,fruit,maize, What is the main food in the United States?,2,food and drink,United States
1685,plane,bus,boat, What was the most popular means of transportation in India 30 years ago?,1,transportation,India
1686,middle,right,left, What side of the road do people in the US stick to?,2,keep left/right,United States
1687,black,white,red, What color is the bridal dress in traditional Indian weddings?,0,wedding,India
1688,knife,chopsticks,hand, What do Kenyans usually use to eat food?,0,food and drink,Kenya
1689,football,baseball,badminton, What is the most popular sport in Iran?,2,sports,Iran
1690,rare,odd,common, How often is domestic help in China?,0,servant,China
1691,common,rare,odd, Is it common for adults to live with their parents in China?,0,family,China
1692,kilogram,miligram,pound, What is the unit of weight in Kenya?,0,measurement unit,Kenya
1693,white,violet,orange, What color is the rising share price represented by in India?,0,stock price,India
1694,above,before,after, What month in Iran appears in date format?,2,date format,Iran
1695,blue,green,white, What color is the wedding dress in traditional Chinese weddings?,1,wedding,China
1696,maize,fruit,bread, What is the main staple food in China?,0,food and drink,China
1697,plane,car,ship, What was the most popular means of transportation in the US 30 years ago?,1,transportation,United States
1698,right,left,middle," In India, people usually stick to which side?",0,keep left/right,India
1699,machines,sun,bathroom, Where do the Chinese dry their wet cloths?,0,drying clothes,China
1700,afternoon,morning,noon, What time of day do Iranians usually take a shower?,1,shower time,Iran
1701,red,blue,white, What color is used to represent the declining share price in India?,2,stock price,India
1702,blue,yellow,white, What color will represent the falling share price in the US?,2,stock price,United States
1703,centimeter,feet,millimeter, What is the unit of height in India?,1,measurement unit,India
1704,orange,red,black, What color is the wedding dress in Kenya?,2,wedding,Kenya
1705,vegetable,bread,maize, What is Kenya's staple food?,1,food and drink,Kenya
1706,gram,miligram,kilogram, What is the unit of measurement in China?,2,measurement unit,China
1707,chopsticks,hand,spoon, What do people in China usually eat?,2,food and drink,China
1708,none,less,more, How long do weddings usually last in the United States?,1,wedding,United States
1709,blue,green,red, What color is the dressing of Chinese funerals?,2,funeral,China
1710,yellow,red,white, What color is the bridal dress in traditional Chinese weddings?,2,wedding,China
1711,more,none,less, How long does a wedding in the United States last?,0,wedding,United States
1712,cricket,volleyball,badminton, What is the most popular sport in India?,2,sports,India
1713,tabletennis,soccer,football, What is the most popular sport in the US?,1,sports,United States
1714,football,athletics,cricket, What is the most popular sport in the United States?,1,sports,United States
1715,ship,train,boat, What was the most popular means of transport in India 30 years ago?,1,transportation,India
1716,feet,inch,yard, What is the unit of height in India?,1,measurement unit,India
1717,common,rare,odd, Is it rare or rare for people in the US to drink hot water?,1,food and drink,United States
1718,violet,white,blue, What color will represent the rising share price in Kenya?,1,stock price,Kenya
1719,gram,pound,miligram, What is the unit of weight in China?,1,measurement unit,China
1720,odd,rare,common, Is sharing food common in Iran?,2,food and drink,Iran
1721,feet,yard,mile, What is the unit of measurement for height in Iran?,0,measurement unit,Iran
1722,before,below,after, What month in Iran appears in date format?,2,date format,Iran
1723,green,black,yellow, What color is the wedding dress in traditional Persian weddings?,1,wedding,Iran
1724,white,red,green, What color is Iran's share price represented by?,1,stock price,Iran
1725,polar,temperate,dry, What type of climate is the majority of the US?,1,climate,United States
1726,yellow,green,red, What color is the wedding dress in traditional Indian weddings?,2,wedding,India
1727,back,left,right," In India, the driver's seat is located on which side?",2,driver seat,India
1728,rare,odd,common, How often do household servants in India appear?,0,servant,India
1729,orange,red,white, What color will represent the dropping stock price in Iran?,2,stock price,Iran
1730,meat,bread,noodles, What is the main staple food in Kenya?,2,food and drink,Kenya
1731,common,rare,odd, Is it common for customers to pay tips after a meal?,0,payment,Kenya
1732,white,blue,black, What color is the clothing of a funeral usually?,0,funeral,United States
1733,blue,white,violet, What color is the wedding dress in Kenya?,1,wedding,Kenya
1734,yard,feet,inch, What is the unit of height in Iran?,1,measurement unit,Iran
1735,front,right,left," In Iran, the driver's seat is located on which side?",1,driver seat,Iran
1736,red,orange,green, What color is the Indian share price represented by?,0,stock price,India
1737,rice,vegetable,maize, What is the staple food in Kenya?,2,food and drink,Kenya
1738,rare,odd,common, How often is domestic help in Iran?,0,servant,Iran
1739,odd,rare,common, Is it common or common practice in China to use a broom to clean the floor?,2,broom usage,China
1740,before,above,below, What month does the year appear in in the US?,0,date format,United States
1741,rare,common,odd, What is the use of brooms in China?,1,broom usage,China
1742,white,black,red, What color will represent the rising share price in China?,1,stock price,China
1743,more,none,less, How long does a typical Chinese wedding last?,2,wedding,China
1744,car,train,metro, What was the most popular means of transportation in China 30 years ago?,1,transportation,China
1745,common,rare,odd, Is sharing food rare or rare in Iran?,1,food and drink,Iran
1746,orange,green,red, What color is the clothing of Kenyans usually?,1,funeral,Kenya
1747,cricket,volleyball,badminton, What is the most popular sport in China?,0,sports,China
1748,machines,bathroom,sun, Where do Indians normally dry their wet cloths?,0,drying clothes,India
1749,right,middle,left, What side of the road do people in India stick to?,2,keep left/right,India
1750,black,red,blue, What color is the wedding dress in traditional American weddings?,1,wedding,United States
1751,rare,odd,common, How often are brooms used to clean the floor in India?,0,broom usage,India
1752,bicycle,car,metro, What was the most popular means of transport in India 30 years ago?,0,transportation,India
1753,red,green,orange, What color is the clothing at traditional Chinese funerals?,1,funeral,China
1754,black,violet,red, What color will represent the falling share price in the United States?,2,stock price,United States
1755,right,back,left, Where is the driver's seat located in Iran?,0,driver seat,Iran
1756,volleyball,basketball,badminton, What is Iran's most popular sport?,1,sports,Iran
1757,Fahrenheit,Rankine,Celsius, What is the Chinese unit of measurement for temperature?,2,measurement unit,China
1758,athletics,baseball,soccer, What is the most popular sport in India?,1,sports,India
1759,rice,vegetable,fruit, What is the staple food in the United States?,0,food and drink,United States
1760,afternoon,noon,morning, What time of day do Indians usually take a shower?,2,shower time,India
1761,more,less,none, How long does a wedding in Kenya last?,0,wedding,Kenya
1762,athletics,badminton,cricket, What is the most popular sport in the US?,1,sports,United States
1763,Rankine,Celsius,Fahrenheit, What is the unit of measurement used in China?,1,measurement unit,China
1764,white,red,yellow, What color is the wedding dress in traditional Indian weddings?,0,wedding,India
1765,rice,potato,noodles, What is the staple food in the United States?,0,food and drink,United States
1766,plane,bicycle,bus, What was the most popular means of transport in Kenya 30 years ago?,1,transportation,Kenya
1767,rare,common,odd, Is it common for adults to stay with their parents in India?,1,family,India
1768,maize,fruit,bread, What is the staple food of the United States?,0,food and drink,United States
1769,violet,red,black, What color is Iran's share price represented by?,2,stock price,Iran
1770,violet,black,blue, What color is the clothing at traditional Chinese funerals?,1,funeral,China
1771,maize,vegetable,meat, What is the main food in Kenya?,0,food and drink,Kenya
1772,knife,chopsticks,hand, What do Indians usually eat?,1,food and drink,India
1773,baseball,football,badminton, What is the most popular sport in the US?,1,sports,United States
1774,odd,rare,common, Is it common for adults to stay with their parents in Iran?,2,family,Iran
1775,red,green,black, What color will the stock price in Iran be represented by?,0,stock price,Iran
1776,black,violet,blue, What color will represent the stock price in Kenya?,0,stock price,Kenya
1777,common,odd,rare, Is sharing food rare or rare in the US?,2,food and drink,United States
1778,evening,morning,noon, What time of day do Iranians normally shower?,1,shower time,Iran
1779,centimeter,inch,yard, What is the unit of height in the United States?,0,measurement unit,United States
1780,rice,vegetable,maize, What is the main staple food in the United States?,0,food and drink,United States
1781,white,yellow,black, What color is the wedding dress in traditional Indian weddings?,0,wedding,India
1782,vegetable,fruit,noodles, What is the staple food in the United States?,0,food and drink,United States
1783,orange,red,violet, What color is Iran's share price represented by?,1,stock price,Iran
1784,green,orange,red, What color is the wedding dress in traditional American weddings?,0,wedding,United States
1785,red,black,yellow, What color is the falling share price represented by in Kenya?,0,stock price,Kenya
1786,odd,rare,common, Is it rare or rare for adults to live with their parents in Iran?,1,family,Iran
1787,Rankine,Fahrenheit,Celsius, What is the temperature unit in China?,1,measurement unit,China
1788,volleyball,baseball,basketball, What is the most popular sport in China?,1,sports,China
1789,orange,green,white, What color will represent the rising share price in China?,1,stock price,China
1790,before,after,below," In China, month appears after year in the date format?",1,date format,China
1791,common,odd,rare, Is it rare or rare to see people drink hot water in Iran?,2,food and drink,Iran
1792,hand,spoon,knife, What do people in China usually eat food with?,0,food and drink,China
1793,Fahrenheit,Rankine,Celsius, What is Iran's temperature unit?,0,measurement unit,Iran
1794,anywhere,right,middle, What side of the road do people usually stick to when driving in China?,1,keep left/right,China
1795,blue,violet,green, What color will represent the falling share price in China?,2,stock price,China
1796,ship,car,train, What was the most popular means of transportation in Kenya 30 years ago?,1,transportation,Kenya
1797,Celsius,Rankine,Fahrenheit, What is the Indian unit of measurement for temperature?,0,measurement unit,India
1798,odd,rare,common, Is sharing food common or commonplace in the United States?,2,food and drink,United States
1799,white,black,green, What color is the clothing of Chinese funerals usually?,2,funeral,China
1800,rare,odd,common, Is drinking hot water common or uncommon in India?,2,food and drink,India
1801,front,left,back," In the United States, the driver's seat of a car is located on which side?",1,driver seat,United States
1802,baseball,basketball,cricket, What is Kenya's most popular sport?,0,sports,Kenya
1803,white,yellow,red, What color is the clothing at traditional Chinese funerals?,2,funeral,China
1804,knife,hand,spoon, What do the Chinese usually use to eat food?,0,food and drink,China
1805,red,white,black, What color will represent the rising share price in the US?,0,stock price,United States
1806,rare,odd,common, Is tipping common or not?,2,payment,United States
1807,fork,spoon,knife, What do Americans usually eat food with?,0,food and drink,United States
1808,orange,violet,green, What color is the dressing of a funeral in the United States?,2,funeral,United States
1809,evening,afternoon,morning, What time of day do Indians usually take a shower?,2,shower time,India
1810,yard,meter,centimeter, What is the unit of measurement for height in the United States?,1,measurement unit,United States
1811,soccer,baseball,tabletennis, What is the most popular sport in the US?,1,sports,United States
1812,common,rare,odd, How often are brooms used to clean the floor in China?,1,broom usage,China
1813,volleyball,football,athletics, What is the most popular sport in Kenya?,1,sports,Kenya
1814,common,rare,odd, Is drinking hot water common or common in Iran?,0,food and drink,Iran
1815,rare,odd,common, Is sharing food common in China?,2,food and drink,China
1816,black,blue,white, What color is the wedding dress in traditional Chinese weddings?,2,wedding,China
1817,ship,metro,bicycle, What was the most popular mode of transportation in Kenya 30 years ago?,2,transportation,Kenya
1818,kilogram,pound,ounce, What is the unit of measurement of weight in the United States?,0,measurement unit,United States
1819,knife,spoon,chopsticks, What do people in Kenya usually use to eat food?,0,food and drink,Kenya
1820,Celsius,Rankine,Fahrenheit, What is Iran's temperature unit?,0,measurement unit,Iran
1821,common,rare,odd, Is it rare or rare for people in Iran to drink hot water?,1,food and drink,Iran
1822,green,violet,orange, What color is the clothing at traditional Indian funerals?,0,funeral,India
1823,red,blue,black, What color is the wedding dress in traditional Chinese weddings?,0,wedding,China
1824,common,rare,odd, How common are household servants in the United States?,0,servant,United States
1825,odd,common,rare, Is it common for Iranians to pay tips after a meal?,1,payment,Iran
1826,noon,evening,morning, When do Chinese people usually shower?,2,shower time,China
1827,basketball,badminton,cricket, What is the most popular sport in the US?,0,sports,United States
1828,centimeter,kilometer,feet, What is the unit of height in China?,0,measurement unit,China
1829,rare,odd,common, Is sharing food common in India?,2,food and drink,India
1830,plane,car,train, What was the most popular means of transport in Iran 30 years ago?,1,transportation,Iran
1831,rare,common,odd, How common are domestic servants in China?,0,servant,China
1832,bathroom,sun,machines, What do Iranians normally dry their clothes in?,1,drying clothes,Iran
1833,badminton,football,tabletennis, What is the most popular sport in India?,2,sports,India
1834,red,blue,orange, What color will represent the dropping stock price in China?,0,stock price,China
1835,rare,common,odd, Is it rare or rare for customers to pay tips after a meal?,0,payment,Kenya
1836,odd,common,rare, Is tipping common in India?,1,payment,India
1837,green,blue,black, What color will represent the dropping stock price in Kenya?,0,stock price,Kenya
1838,machines,sun,bathroom, Where do Chinese usually dry their wet cloths?,0,drying clothes,China
1839,soccer,tabletennis,football, What is the most popular sport in China?,2,sports,China
1840,chopsticks,hand,fork, What do the Iranians usually eat food with?,1,food and drink,Iran
1841,left,right,middle, What side of the road do people usually stick to when driving in the US?,0,keep left/right,United States
1842,black,red,white, What color will represent the falling share price in China?,2,stock price,China
1843,cricket,football,soccer, What is the most popular sport in India?,1,sports,India
1844,blue,red,black, What color is the increasing share price in India?,1,stock price,India
1845,train,bus,bicycle, What was the most popular means of transportation in India 30 years ago?,1,transportation,India
1846,odd,common,rare, Is sharing food common in Iran?,1,food and drink,Iran
1847,white,orange,black, What color is the falling share price represented by in the United States?,2,stock price,United States
1848,cricket,volleyball,baseball, What is the most popular sport in India?,1,sports,India
1849,meat,vegetable,maize, What is Iran's staple food?,1,food and drink,Iran
1850,sun,machines,bathroom, What do Kenyans dry their clothes in?,0,drying clothes,Kenya
1851,noon,morning,evening, What time of day do Iranians usually take a shower?,1,shower time,Iran
1852,more,none,less, How long does a wedding in Iran last?,2,wedding,Iran
1853,fruit,meat,vegetable, What is Kenya's staple food?,2,food and drink,Kenya
1854,bicycle,boat,train, What was the most popular mode of transportation in Iran 30 years ago?,0,transportation,Iran
1855,blue,black,white, What color will represent the rising share price in Kenya?,1,stock price,Kenya
1856,temperate,tropical,polar, What type of areas is Iran?,1,climate,Iran
1857,continental,tropical,polar, What type of zone is most of China?,1,climate,China
1858,athletics,baseball,badminton, What is the most popular sport in Kenya?,1,sports,Kenya
1859,fork,chopsticks,knife, What do people in Iran usually eat?,1,food and drink,Iran
1860,before,after,above, What month does the year appear in Kenyan date format?,0,date format,Kenya
1861,none,more,less, How long does a wedding in India last?,2,wedding,India
1862,polar,tropical,dry, What type of areas is India?,1,climate,India
1863,kilometer,meter,yard, What is the unit of measurement for height in India?,1,measurement unit,India
1864,odd,common,rare, Is drinking hot water common in India?,1,food and drink,India
1865,white,red,violet, What color is the bridal dress in traditional Iranian weddings?,0,wedding,Iran
1866,below,before,after, What is the year in Kenya?,2,date format,Kenya
1867,pound,miligram,gram, What is the unit of weight in China?,0,measurement unit,China
1868,below,after,above," In Iran, month appears after year in the date format?",1,date format,Iran
1869,soccer,football,volleyball, What is the most popular sport in India?,2,sports,India
1870,tabletennis,badminton,basketball, What is the most popular sport in China?,1,sports,China
1871,front,left,right, On which side of a Kenyan car is the driver's seat located?,1,driver seat,Kenya
1872,black,red,green, What color will represent the dropping stock price in Iran?,0,stock price,Iran
1873,white,green,blue, What color is the clothing of Iranian funerals usually?,1,funeral,Iran
1874,white,red,orange, What color is the falling share price represented by in the United States?,0,stock price,United States
